model,train_dataset,test_dataset,error_type,rank,token,count
mbert,thar_religion,thar_religion,false_positive,20,par,22
muril,cm_splits_codemixed,cm_splits_codemixed,false_negative,1,demonetisation,7
muril,cm_splits_codemixed,cm_splits_codemixed,false_negative,2,can,7
muril,cm_splits_codemixed,cm_splits_codemixed,false_negative,3,what,6
muril,cm_splits_codemixed,cm_splits_codemixed,false_negative,4,rss,6
muril,cm_splits_codemixed,cm_splits_codemixed,false_negative,5,में,6
muril,cm_splits_codemixed,cm_splits_codemixed,false_negative,6,man,6
muril,cm_splits_codemixed,cm_splits_codemixed,false_negative,7,like,6
muril,cm_splits_codemixed,cm_splits_codemixed,false_negative,8,uapa,6
muril,cm_splits_codemixed,cm_splits_codemixed,false_negative,9,who,6
muril,cm_splits_codemixed,cm_splits_codemixed,false_negative,10,ipl,6
muril,cm_splits_codemixed,cm_splits_codemixed,false_negative,11,nehru,5
muril,cm_splits_codemixed,cm_splits_codemixed,false_negative,12,golwalkar,5
muril,cm_splits_codemixed,cm_splits_codemixed,false_negative,13,hijab,5
muril,cm_splits_codemixed,cm_splits_codemixed,false_negative,14,right,5
muril,cm_splits_codemixed,cm_splits_codemixed,false_negative,15,bill,5
muril,cm_splits_codemixed,cm_splits_codemixed,false_negative,16,talaq,5
muril,cm_splits_codemixed,cm_splits_codemixed,false_negative,17,muslim,4
muril,cm_splits_codemixed,cm_splits_codemixed,false_negative,18,india,4
muril,cm_splits_codemixed,cm_splits_codemixed,false_negative,19,gandhi,4
muril,cm_splits_codemixed,cm_splits_codemixed,false_negative,20,about,4
muril,cm_splits_codemixed,cm_splits_codemixed,false_positive,1,india,6
muril,cm_splits_codemixed,cm_splits_codemixed,false_positive,2,मुसलमानों,6
muril,cm_splits_codemixed,cm_splits_codemixed,false_positive,3,savarkar,5
muril,cm_splits_codemixed,cm_splits_codemixed,false_positive,4,golwalkar,5
muril,cm_splits_codemixed,cm_splits_codemixed,false_positive,5,nahi,5
muril,cm_splits_codemixed,cm_splits_codemixed,false_positive,6,लिए,5
muril,cm_splits_codemixed,cm_splits_codemixed,false_positive,7,किसी,4
muril,cm_splits_codemixed,cm_splits_codemixed,false_positive,8,hindu,4
muril,cm_splits_codemixed,cm_splits_codemixed,false_positive,9,nhi,4
muril,cm_splits_codemixed,cm_splits_codemixed,false_positive,10,sab,4
muril,cm_splits_codemixed,cm_splits_codemixed,false_positive,11,dalit,4
muril,cm_splits_codemixed,cm_splits_codemixed,false_positive,12,congress,4
muril,cm_splits_codemixed,cm_splits_codemixed,false_positive,13,में,3
muril,cm_splits_codemixed,cm_splits_codemixed,false_positive,14,secularism,3
muril,cm_splits_codemixed,cm_splits_codemixed,false_positive,15,rss,3
muril,cm_splits_codemixed,cm_splits_codemixed,false_positive,16,elon,3
muril,cm_splits_codemixed,cm_splits_codemixed,false_positive,17,bhai,3
muril,cm_splits_codemixed,cm_splits_codemixed,false_positive,18,kabhi,3
muril,cm_splits_codemixed,cm_splits_codemixed,false_positive,19,love,3
muril,cm_splits_codemixed,cm_splits_codemixed,false_positive,20,jihad,3
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_negative,1,hate,64
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_negative,2,rape,60
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_negative,3,bhi,32
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_negative,4,nahi,14
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_negative,5,log,11
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_negative,6,khud,11
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_negative,7,kiya,11
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_negative,8,nhi,10
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_negative,9,twitter,9
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_negative,10,kuch,9
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_negative,11,tum,8
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_negative,12,rahi,8
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_negative,13,main,8
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_negative,14,hota,7
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_negative,15,rahe,7
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_negative,16,com,7
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_negative,17,aap,7
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_negative,18,hote,7
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_negative,19,jaise,7
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_negative,20,baat,7
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_positive,1,rape,124
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_positive,2,nahi,58
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_positive,3,hate,56
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_positive,4,terrorism,44
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_positive,5,bhi,43
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_positive,6,tum,29
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_positive,7,log,26
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_positive,8,raha,25
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_positive,9,koi,25
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_positive,10,sab,21
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_positive,11,liye,20
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_positive,12,pakistan,19
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_positive,13,hota,19
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_positive,14,sirf,18
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_positive,15,mujhe,18
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_positive,16,nafrat,18
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_positive,17,karte,18
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_positive,18,nhi,17
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_positive,19,kiya,17
muril,cm_splits_codemixed,kaggle_hinglish_hate,false_positive,20,apni,17
muril,cm_splits_codemixed,thar_religion,false_negative,1,में,60
muril,cm_splits_codemixed,thar_religion,false_negative,2,नहीं,56
muril,cm_splits_codemixed,thar_religion,false_negative,3,pakistan,45
muril,cm_splits_codemixed,thar_religion,false_negative,4,hindu,44
muril,cm_splits_codemixed,thar_religion,false_negative,5,हैं,40
muril,cm_splits_codemixed,thar_religion,false_negative,6,nhi,40
muril,cm_splits_codemixed,thar_religion,false_negative,7,bhi,38
muril,cm_splits_codemixed,thar_religion,false_negative,8,nahi,35
muril,cm_splits_codemixed,thar_religion,false_negative,9,है।,27
muril,cm_splits_codemixed,thar_religion,false_negative,10,कोई,26
muril,cm_splits_codemixed,thar_religion,false_negative,11,murdabad,26
muril,cm_splits_codemixed,thar_religion,false_negative,12,लिए,24
muril,cm_splits_codemixed,thar_religion,false_negative,13,maulana,22
muril,cm_splits_codemixed,thar_religion,false_negative,14,मौलाना,22
muril,cm_splits_codemixed,thar_religion,false_negative,15,muslim,21
muril,cm_splits_codemixed,thar_religion,false_negative,16,इस्लाम,21
muril,cm_splits_codemixed,thar_religion,false_negative,17,log,20
muril,cm_splits_codemixed,thar_religion,false_negative,18,पाकिस्तान,20
muril,cm_splits_codemixed,thar_religion,false_negative,19,रहा,20
muril,cm_splits_codemixed,thar_religion,false_negative,20,धर्म,18
muril,cm_splits_codemixed,thar_religion,false_positive,1,nahi,165
muril,cm_splits_codemixed,thar_religion,false_positive,2,bhi,142
muril,cm_splits_codemixed,thar_religion,false_positive,3,hindu,105
muril,cm_splits_codemixed,thar_religion,false_positive,4,koi,89
muril,cm_splits_codemixed,thar_religion,false_positive,5,aap,88
muril,cm_splits_codemixed,thar_religion,false_positive,6,dharm,80
muril,cm_splits_codemixed,thar_religion,false_positive,7,log,79
muril,cm_splits_codemixed,thar_religion,false_positive,8,sab,79
muril,cm_splits_codemixed,thar_religion,false_positive,9,nhi,63
muril,cm_splits_codemixed,thar_religion,false_positive,10,muslim,62
muril,cm_splits_codemixed,thar_religion,false_positive,11,apne,61
muril,cm_splits_codemixed,thar_religion,false_positive,12,नहीं,59
muril,cm_splits_codemixed,thar_religion,false_positive,13,yeshu,56
muril,cm_splits_codemixed,thar_religion,false_positive,14,par,56
muril,cm_splits_codemixed,thar_religion,false_positive,15,में,48
muril,cm_splits_codemixed,thar_religion,false_positive,16,धर्म,46
muril,cm_splits_codemixed,thar_religion,false_positive,17,bhai,43
muril,cm_splits_codemixed,thar_religion,false_positive,18,tum,42
muril,cm_splits_codemixed,thar_religion,false_positive,19,islam,42
muril,cm_splits_codemixed,thar_religion,false_positive,20,dharam,41
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_negative,1,can,15
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_negative,2,hindu,14
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_negative,3,golwalkar,14
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_negative,4,his,13
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_negative,5,ghar,13
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_negative,6,gandhi,12
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_negative,7,muslim,12
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_negative,8,hijab,12
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_negative,9,nhi,12
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_negative,10,wapasi,12
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_negative,11,bhi,12
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_negative,12,love,11
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_negative,13,jihad,11
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_negative,14,like,11
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_negative,15,nehru,10
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_negative,16,india,10
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_negative,17,who,10
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_negative,18,amp,9
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_negative,19,what,8
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_negative,20,about,8
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_positive,1,nhi,4
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_positive,2,bhi,3
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_positive,3,players,2
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_positive,4,ipl,2
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_positive,5,love,2
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_positive,6,jihad,2
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_positive,7,case,2
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_positive,8,hathras,2
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_positive,9,mdhe,2
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_positive,10,kiti,2
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_positive,11,etc,2
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_positive,12,gaya,2
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_positive,13,naa,2
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_positive,14,sri,2
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_positive,15,saboot,2
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_positive,16,rahe,2
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_positive,17,saal,2
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_positive,18,france,2
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_positive,19,life,2
muril,kaggle_hinglish_hate,cm_splits_codemixed,false_positive,20,too,2
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_negative,1,rape,152
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_negative,2,hate,91
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_negative,3,bhi,64
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_negative,4,nahi,50
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_negative,5,tum,33
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_negative,6,nafrat,25
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_negative,7,kiya,23
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_negative,8,terrorism,23
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_negative,9,karte,21
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_negative,10,koi,21
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_negative,11,toh,20
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_negative,12,bhai,19
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_negative,13,log,19
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_negative,14,kisi,19
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_negative,15,desh,19
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_negative,16,raha,18
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_negative,17,khud,18
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_negative,18,rahe,17
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_negative,19,hote,16
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_negative,20,baat,16
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_positive,1,hate,12
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_positive,2,bhi,6
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_positive,3,nhi,6
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_positive,4,liye,4
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_positive,5,buddha,4
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_positive,6,bachi,4
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_positive,7,mujhe,4
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_positive,8,nahi,3
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_positive,9,log,3
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_positive,10,alia,3
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_positive,11,baar,3
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_positive,12,hota,3
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_positive,13,yeh,3
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_positive,14,khoon,3
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_positive,15,society,3
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_positive,16,rape,3
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_positive,17,mei,3
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_positive,18,edhe,3
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_positive,19,baat,2
muril,kaggle_hinglish_hate,kaggle_hinglish_hate,false_positive,20,ajmal,2
muril,kaggle_hinglish_hate,thar_religion,false_negative,1,hindu,191
muril,kaggle_hinglish_hate,thar_religion,false_negative,2,में,161
muril,kaggle_hinglish_hate,thar_religion,false_negative,3,bhi,160
muril,kaggle_hinglish_hate,thar_religion,false_negative,4,nahi,154
muril,kaggle_hinglish_hate,thar_religion,false_negative,5,muslim,135
muril,kaggle_hinglish_hate,thar_religion,false_negative,6,नहीं,113
muril,kaggle_hinglish_hate,thar_religion,false_negative,7,islam,111
muril,kaggle_hinglish_hate,thar_religion,false_negative,8,हैं,102
muril,kaggle_hinglish_hate,thar_religion,false_negative,9,nhi,98
muril,kaggle_hinglish_hate,thar_religion,false_negative,10,धर्म,80
muril,kaggle_hinglish_hate,thar_religion,false_negative,11,pakistan,76
muril,kaggle_hinglish_hate,thar_religion,false_negative,12,नही,76
muril,kaggle_hinglish_hate,thar_religion,false_negative,13,allah,69
muril,kaggle_hinglish_hate,thar_religion,false_negative,14,log,64
muril,kaggle_hinglish_hate,thar_religion,false_negative,15,koi,62
muril,kaggle_hinglish_hate,thar_religion,false_negative,16,musalman,56
muril,kaggle_hinglish_hate,thar_religion,false_negative,17,sab,54
muril,kaggle_hinglish_hate,thar_religion,false_negative,18,maulana,54
muril,kaggle_hinglish_hate,thar_religion,false_negative,19,लिए,53
muril,kaggle_hinglish_hate,thar_religion,false_negative,20,इस्लाम,49
muril,kaggle_hinglish_hate,thar_religion,false_positive,1,nahi,85
muril,kaggle_hinglish_hate,thar_religion,false_positive,2,bhi,57
muril,kaggle_hinglish_hate,thar_religion,false_positive,3,aap,57
muril,kaggle_hinglish_hate,thar_religion,false_positive,4,nhi,42
muril,kaggle_hinglish_hate,thar_religion,false_positive,5,sab,40
muril,kaggle_hinglish_hate,thar_religion,false_positive,6,yeshu,39
muril,kaggle_hinglish_hate,thar_religion,false_positive,7,log,37
muril,kaggle_hinglish_hate,thar_religion,false_positive,8,koi,37
muril,kaggle_hinglish_hate,thar_religion,false_positive,9,dharm,36
muril,kaggle_hinglish_hate,thar_religion,false_positive,10,hindu,32
muril,kaggle_hinglish_hate,thar_religion,false_positive,11,apne,31
muril,kaggle_hinglish_hate,thar_religion,false_positive,12,liye,26
muril,kaggle_hinglish_hate,thar_religion,false_positive,13,par,22
muril,kaggle_hinglish_hate,thar_religion,false_positive,14,jesus,22
muril,kaggle_hinglish_hate,thar_religion,false_positive,15,our,19
muril,kaggle_hinglish_hate,thar_religion,false_positive,16,mai,18
muril,kaggle_hinglish_hate,thar_religion,false_positive,17,hota,18
muril,kaggle_hinglish_hate,thar_religion,false_positive,18,bible,18
muril,kaggle_hinglish_hate,thar_religion,false_positive,19,tum,17
muril,kaggle_hinglish_hate,thar_religion,false_positive,20,logo,17
muril,thar_religion,cm_splits_codemixed,false_negative,1,nhi,11
muril,thar_religion,cm_splits_codemixed,false_negative,2,ghar,10
muril,thar_religion,cm_splits_codemixed,false_negative,3,wapasi,9
muril,thar_religion,cm_splits_codemixed,false_negative,4,bhi,8
muril,thar_religion,cm_splits_codemixed,false_negative,5,में,7
muril,thar_religion,cm_splits_codemixed,false_negative,6,man,7
muril,thar_religion,cm_splits_codemixed,false_negative,7,can,6
muril,thar_religion,cm_splits_codemixed,false_negative,8,like,6
muril,thar_religion,cm_splits_codemixed,false_negative,9,love,6
muril,thar_religion,cm_splits_codemixed,false_negative,10,jihad,6
muril,thar_religion,cm_splits_codemixed,false_negative,11,hijab,6
muril,thar_religion,cm_splits_codemixed,false_negative,12,golwalkar,6
muril,thar_religion,cm_splits_codemixed,false_negative,13,talaq,6
muril,thar_religion,cm_splits_codemixed,false_negative,14,gandhi,5
muril,thar_religion,cm_splits_codemixed,false_negative,15,india,5
muril,thar_religion,cm_splits_codemixed,false_negative,16,nahin,5
muril,thar_religion,cm_splits_codemixed,false_negative,17,garba,5
muril,thar_religion,cm_splits_codemixed,false_negative,18,log,5
muril,thar_religion,cm_splits_codemixed,false_negative,19,kisi,5
muril,thar_religion,cm_splits_codemixed,false_negative,20,bhai,5
muril,thar_religion,cm_splits_codemixed,false_positive,1,india,8
muril,thar_religion,cm_splits_codemixed,false_positive,2,demonetisation,8
muril,thar_religion,cm_splits_codemixed,false_positive,3,modi,8
muril,thar_religion,cm_splits_codemixed,false_positive,4,what,7
muril,thar_religion,cm_splits_codemixed,false_positive,5,about,7
muril,thar_religion,cm_splits_codemixed,false_positive,6,ipl,7
muril,thar_religion,cm_splits_codemixed,false_positive,7,dalit,7
muril,thar_religion,cm_splits_codemixed,false_positive,8,sardar,7
muril,thar_religion,cm_splits_codemixed,false_positive,9,patel,7
muril,thar_religion,cm_splits_codemixed,false_positive,10,pakistan,6
muril,thar_religion,cm_splits_codemixed,false_positive,11,bjp,6
muril,thar_religion,cm_splits_codemixed,false_positive,12,indian,6
muril,thar_religion,cm_splits_codemixed,false_positive,13,court,6
muril,thar_religion,cm_splits_codemixed,false_positive,14,uapa,6
muril,thar_religion,cm_splits_codemixed,false_positive,15,मुसलमानों,6
muril,thar_religion,cm_splits_codemixed,false_positive,16,has,5
muril,thar_religion,cm_splits_codemixed,false_positive,17,after,5
muril,thar_religion,cm_splits_codemixed,false_positive,18,singh,5
muril,thar_religion,cm_splits_codemixed,false_positive,19,women,5
muril,thar_religion,cm_splits_codemixed,false_positive,20,who,5
muril,thar_religion,kaggle_hinglish_hate,false_negative,1,rape,120
muril,thar_religion,kaggle_hinglish_hate,false_negative,2,hate,100
muril,thar_religion,kaggle_hinglish_hate,false_negative,3,bhi,67
muril,thar_religion,kaggle_hinglish_hate,false_negative,4,nahi,39
muril,thar_religion,kaggle_hinglish_hate,false_negative,5,tum,27
muril,thar_religion,kaggle_hinglish_hate,false_negative,6,nhi,19
muril,thar_religion,kaggle_hinglish_hate,false_negative,7,kisi,19
muril,thar_religion,kaggle_hinglish_hate,false_negative,8,kuch,18
muril,thar_religion,kaggle_hinglish_hate,false_negative,9,log,18
muril,thar_religion,kaggle_hinglish_hate,false_negative,10,liye,17
muril,thar_religion,kaggle_hinglish_hate,false_negative,11,koi,17
muril,thar_religion,kaggle_hinglish_hate,false_negative,12,nafrat,17
muril,thar_religion,kaggle_hinglish_hate,false_negative,13,toh,16
muril,thar_religion,kaggle_hinglish_hate,false_negative,14,karte,16
muril,thar_religion,kaggle_hinglish_hate,false_negative,15,aap,16
muril,thar_religion,kaggle_hinglish_hate,false_negative,16,khud,16
muril,thar_religion,kaggle_hinglish_hate,false_negative,17,kiya,16
muril,thar_religion,kaggle_hinglish_hate,false_negative,18,hote,15
muril,thar_religion,kaggle_hinglish_hate,false_negative,19,bhai,14
muril,thar_religion,kaggle_hinglish_hate,false_negative,20,apni,14
muril,thar_religion,kaggle_hinglish_hate,false_positive,1,rape,69
muril,thar_religion,kaggle_hinglish_hate,false_positive,2,terrorism,62
muril,thar_religion,kaggle_hinglish_hate,false_positive,3,bhi,31
muril,thar_religion,kaggle_hinglish_hate,false_positive,4,nahi,29
muril,thar_religion,kaggle_hinglish_hate,false_positive,5,pakistan,25
muril,thar_religion,kaggle_hinglish_hate,false_positive,6,modi,23
muril,thar_religion,kaggle_hinglish_hate,false_positive,7,hate,22
muril,thar_religion,kaggle_hinglish_hate,false_positive,8,raha,19
muril,thar_religion,kaggle_hinglish_hate,false_positive,9,log,17
muril,thar_religion,kaggle_hinglish_hate,false_positive,10,aap,16
muril,thar_religion,kaggle_hinglish_hate,false_positive,11,koi,16
muril,thar_religion,kaggle_hinglish_hate,false_positive,12,kiya,15
muril,thar_religion,kaggle_hinglish_hate,false_positive,13,tum,13
muril,thar_religion,kaggle_hinglish_hate,false_positive,14,kashmir,13
muril,thar_religion,kaggle_hinglish_hate,false_positive,15,hindu,12
muril,thar_religion,kaggle_hinglish_hate,false_positive,16,rahe,12
muril,thar_religion,kaggle_hinglish_hate,false_positive,17,liye,11
muril,thar_religion,kaggle_hinglish_hate,false_positive,18,main,11
muril,thar_religion,kaggle_hinglish_hate,false_positive,19,sirf,10
muril,thar_religion,kaggle_hinglish_hate,false_positive,20,hota,10
muril,thar_religion,thar_religion,false_negative,1,nahi,50
muril,thar_religion,thar_religion,false_negative,2,aap,48
muril,thar_religion,thar_religion,false_negative,3,bhi,41
muril,thar_religion,thar_religion,false_negative,4,nhi,40
muril,thar_religion,thar_religion,false_negative,5,log,33
muril,thar_religion,thar_religion,false_negative,6,liye,25
muril,thar_religion,thar_religion,false_negative,7,नहीं,24
muril,thar_religion,thar_religion,false_negative,8,धर्म,23
muril,thar_religion,thar_religion,false_negative,9,hindu,23
muril,thar_religion,thar_religion,false_negative,10,allah,22
muril,thar_religion,thar_religion,false_negative,11,koi,22
muril,thar_religion,thar_religion,false_negative,12,baat,19
muril,thar_religion,thar_religion,false_negative,13,prabhu,19
muril,thar_religion,thar_religion,false_negative,14,apne,18
muril,thar_religion,thar_religion,false_negative,15,kisi,18
muril,thar_religion,thar_religion,false_negative,16,में,17
muril,thar_religion,thar_religion,false_negative,17,per,17
muril,thar_religion,thar_religion,false_negative,18,sath,17
muril,thar_religion,thar_religion,false_negative,19,din,16
muril,thar_religion,thar_religion,false_negative,20,हैं,16
muril,thar_religion,thar_religion,false_positive,1,hindu,91
muril,thar_religion,thar_religion,false_positive,2,nahi,75
muril,thar_religion,thar_religion,false_positive,3,bhi,54
muril,thar_religion,thar_religion,false_positive,4,muslim,50
muril,thar_religion,thar_religion,false_positive,5,islam,41
muril,thar_religion,thar_religion,false_positive,6,aap,38
muril,thar_religion,thar_religion,false_positive,7,koi,35
muril,thar_religion,thar_religion,false_positive,8,log,32
muril,thar_religion,thar_religion,false_positive,9,nhi,32
muril,thar_religion,thar_religion,false_positive,10,apne,31
muril,thar_religion,thar_religion,false_positive,11,में,29
muril,thar_religion,thar_religion,false_positive,12,sab,29
muril,thar_religion,thar_religion,false_positive,13,नहीं,24
muril,thar_religion,thar_religion,false_positive,14,par,23
muril,thar_religion,thar_religion,false_positive,15,हैं,22
muril,thar_religion,thar_religion,false_positive,16,liye,22
muril,thar_religion,thar_religion,false_positive,17,allah,20
muril,thar_religion,thar_religion,false_positive,18,धर्म,18
muril,thar_religion,thar_religion,false_positive,19,sirf,18
muril,thar_religion,thar_religion,false_positive,20,भारत,17
